,PCA_1,PCA_2
0,0.17203838733068016,-0.224980206745141
1,0.14667611033760086,-0.18246661534453504
2,0.1779631855840717,-0.15999279324569457
3,0.09439584080384764,0.07335809053414843
4,0.047636679639086944,0.3021661812113752
5,0.11953324055326137,-0.04964754724851108
6,0.0041889662594391175,-0.004608735451105025
7,-0.3829941140887101,-0.19165918801857174
8,-0.39574060386013027,-0.12928638417038338
9,0.1335380644642428,-0.1181777975678301
10,0.11627623164820405,-0.011987840811368642
11,-0.33244185873026855,-0.3368697331523481
12,0.10126313243783626,0.03975415394170144
13,0.08576116427687129,0.162106452805533
14,0.0041889662594391175,-0.004608735451105025
15,0.15022907478055894,-0.16125536290864584
16,0.13070848596690487,-0.10433173110149774
17,-0.3893343109700899,-0.16063450094528187
18,0.0041889662594391175,-0.004608735451105025
19,0.10653658993893642,0.013949376609562933
20,0.09505763754878975,0.07011969947120678
21,0.0041889662594391175,-0.004608735451105025
22,0.06042583898571828,0.2395845809735408
23,0.0041889662594391175,-0.004608735451105025
24,-0.3841185828942755,-0.18615678904436989
25,-0.38627297811327166,-0.17561461839067216
26,0.15720378219803935,-0.2339820069311288
27,-0.3781916952316079,-0.2151590169708922
28,0.08038265030949149,0.1419292813220254
29,0.03991481360414883,0.599001115844119
30,0.11455930673697698,-0.025308438690750723
31,0.0041889662594391175,-0.004608735451105025
32,0.13764739310400695,-0.08344233921586675
33,-0.3879956576301311,-0.16718497591456982
34,0.04586104245957168,0.39199860512444346
35,0.10206883441682395,0.03581158681956133
36,-0.42689190373930885,0.023147262411802105
37,0.06739771291189117,0.20546888852411824
38,0.11892137079363763,0.0028046614493220153
39,-0.3732938973240337,-0.2391255672647743
40,0.0041889662594391175,-0.004608735451105025
41,-0.41817225054615226,-0.019520893919397108
42,0.0041889662594391175,-0.004608735451105025
43,0.012028500796182994,0.4764088153944337
44,0.48923587305261373,-0.12776645788813967
45,-0.38498368761522384,-0.18192354459546758
46,0.09017155285794015,0.09402893310910769
47,0.09062334836017624,0.09181814780697302
48,0.0918917223997872,0.0856115727735727
49,-0.3794784757546433,-0.2088623729066642
50,0.11710609471624858,-0.037770717319820936
51,0.1538998184233535,-0.21781461589755496
52,-0.4133966047558493,-0.04288971337233167
53,0.1495068961004453,-0.13653798583667945
54,0.0041889662594391175,-0.004608735451105025
55,0.09684808639098466,0.06135843919978414
56,0.11668525557249902,-0.03571141175135102
57,0.16242733130596954,-0.14895742548099017
58,0.10008428084033504,0.04552266596153062
59,0.09601310137018534,0.06544429796187755
60,0.0041889662594391175,-0.004608735451105025
61,0.15171865013755817,-0.20714143574447152
62,0.1820400922039258,-0.16333672688850437
63,0.16168971143869143,-0.23187728870065769
64,0.1589483892956098,-0.11407143535625186
65,0.16351963023075633,-0.07405637119205155
66,0.08605268386255442,0.11418392578023547
67,-0.46570197403972674,0.2130578139120261
68,0.0041889662594391175,-0.004608735451105025
69,0.0041889662594391175,-0.004608735451105025
70,0.15005119007097198,-0.19898200036085223
71,0.0041889662594391175,-0.004608735451105025
72,0.0041889662594391175,-0.004608735451105025
73,0.0041889662594391175,-0.004608735451105025
74,0.0041889662594391175,-0.004608735451105025
75,0.0041889662594391175,-0.004608735451105025
76,0.12568769928372195,-0.0797633559198123
77,0.06841160475517188,0.4096499309879478
78,0.09004270747396913,0.0946594163249016
79,0.14092324760912794,-0.15431594916402028
80,0.10169652145664791,0.037633437670394475
81,0.09819756059537649,0.1489139527353715
82,-0.40417328324353313,-0.08802248591072544
83,0.13847183868032842,-0.14232039187651188
84,0.12713865420595025,-0.0038347437869954678
85,0.1659560650663574,-0.27680983108970425
86,0.0041889662594391175,-0.004608735451105025
87,0.09756821462976936,0.12273157426680181
88,0.13459210674199779,0.002867920157010182
89,0.0041889662594391175,-0.004608735451105025
90,0.0041889662594391175,-0.004608735451105025
91,0.12583578780945487,-0.0804880022132898
92,-0.361523787832446,-0.2967206184322383
93,-0.3879923109967812,-0.1672013521019931
94,0.07589816162062951,0.16387337246913997
95,0.13049681140752392,-0.10329593724697916
96,0.13507370629031537,0.15121945190373315
97,-0.38884904913435486,-0.16300904812164876
98,0.0041889662594391175,-0.004608735451105025
99,0.0041889662594391175,-0.004608735451105025
100,0.015187961741401667,0.5840103976747069
101,0.12576550850910703,-0.08014410227740212
102,0.5624603955343691,-0.04071778925179364
103,0.0041889662594391175,-0.004608735451105025
104,0.0041889662594391175,-0.004608735451105025
105,0.0041889662594391175,-0.004608735451105025
106,-0.00215420048355666,0.6309923506900255
107,0.15425772694967144,-0.19631796859210077
108,0.0041889662594391175,-0.004608735451105025
109,0.0041889662594391175,-0.004608735451105025
110,0.07666408950769875,0.17448713972867463
111,0.0041889662594391175,-0.004608735451105025
112,0.15443892510129353,0.008078011764062034
113,0.15719123232297721,-0.2339205962282917
114,-0.4256812591249836,0.017223176611452395
115,0.10854687152778295,0.34699814570792453
116,0.10471853137160489,0.022845740427227066
117,0.10395968225951574,0.02655904092544215
118,0.05703151611058526,0.25619412906754147
119,0.1737308446232618,-0.24331515643662285
120,0.14542134907878934,-0.0545214284658086
121,0.13485496468742725,-0.12462182731886705
122,0.16082232950761544,-0.25168875958248516
123,-0.38521795194971664,-0.1807772114758423
124,0.02649014015942536,0.4056432154918452
125,0.05561756352025379,0.2631130682538518
126,0.10760148157985004,0.16743536587564634
127,0.10181114364888189,0.0370725532511492
128,-0.39582594301055257,-0.1288687913910914
129,0.14091733869590367,-0.1359758590365133
130,0.15047788582308386,-0.20106996425731283
131,0.15605003035066234,-0.22833631631697365
132,-0.11893615467141624,-0.10491452995453557
133,0.11645015457966877,-0.034560984584869905
134,0.12307397863745238,-0.06697355354227766
135,0.06948099217220204,0.19527471185316392
136,0.05244493733574676,0.3882355540086909
137,0.05502018946729715,0.2660362177088966
138,0.049977649667339884,0.290711038108833
139,-0.3907315303936719,-0.15379744269608764
140,0.15868519184873087,-0.16637064049157704
141,-0.40253677953543354,-0.09603044156067986
142,0.0041889662594391175,-0.004608735451105025
143,0.048338635984227815,0.29873127589935494
144,-0.36200904966818104,-0.2943460712558714
145,0.0041889662594391175,-0.004608735451105025
146,0.12578056835918158,-0.08021779512080665
147,0.13161300359902658,-0.10579573402586065
148,-0.408241116080333,-0.06811723009780174
149,0.15522341191323777,-0.2242913980234384
150,-0.4339633400076412,0.0577501464370655
151,0.0041889662594391175,-0.004608735451105025
