,cell_angle_gamma,cell_length_a,cell_length_b,cell_length_c,cell_zpdb,citation_journal_volume,Resolution
419,90.0,50.318,121.437,134.291,8.0,407.0,1.65
420,90.0,101.841,101.841,110.598,8.0,286.0,2.60
421,90.0,49.15,121.123,133.294,8.0,68.0,2.00
422,90.0,109.035,109.642,49.488,4.0,72.0,2.15
423,118.2,46.577,46.631,60.208,4.0,286.0,1.55
424,90.0,29.74,59.12,31.06,2.0,286.0,1.25
425,90.0,56.6,110.60133333333333,189.8216666666667,6.666666666666667,411.0,NMR Structure
426,120.0,78.85,78.85,52.9,9.0,67.0,1.50
427,120.0,114.37,114.37,77.63,9.0,194.66666666666666,2.15
428,90.0,53.112,33.428,57.783,2.0,286.0,1.80
429,90.0,106.549,106.549,65.07,8.0,68.0,2.60
430,90.0,64.415,64.415,166.392,8.0,293.0,2.50
431,100.0,145.18233333333333,184.60533333333333,162.03433333333334,17.333333333333332,12.0,NMR structure
432,90.0,69.66,96.52,50.49,12.0,286.0,1.80
433,90.0,62.804,86.075,49.919,8.0,293.0,2.45
434,90.0,73.78,133.38,144.992,8.0,286.0,2.90
435,90.0,234.848,109.231,103.988,4.0,351.0,3.4
436,104.03,85.844,104.674,104.971,6.0,431.0,2.60
437,90.0,69.909,48.062,78.027,2.0,24.0,2.0
438,90.0,116.689,116.689,435.192,8.0,531.0,2.90
439,90.0,116.428,116.428,434.407,8.0,23.0,3.56
440,120.0,55.232,55.232,106.981,6.0,26.0,4.9
441,92.83666666666666,118.73299999999999,128.944,300.90066666666667,8.666666666666666,583.0,4.10
442,90.0,158.84,142.53,116.42,8.0,16.0,3.79
443,96.34658914728683,108.64468733850129,125.35563049095607,149.69243927648577,12.335917312661499,144.7129840546697,6.65
444,100.0,145.18233333333333,184.60533333333333,162.03433333333334,17.333333333333332,12.0,4.10
445,90.0,117.073,117.073,429.093,8.0,35.0,3.05
446,92.83666666666666,118.73299999999999,128.944,300.90066666666667,8.666666666666666,593.0,3.03
447,100.0,145.18233333333333,184.60533333333333,162.03433333333334,17.333333333333332,12.0,8.00
448,100.0,133.55433333333335,156.102,112.42900000000002,10.0,185.0,3.60
449,90.0,152.48766666666666,158.65733333333333,138.03266666666664,10.666666666666666,62.0,3.00
450,90.0,128.202,132.69966666666667,113.10700000000001,8.0,321.0,NMR structure
451,120.0,77.99,77.99,167.04,6.0,105.0,4
452,90.0,128.14766666666668,149.47766666666666,81.712,13.333333333333334,28.0,NMR structure
453,90.0,133.72166666666666,153.36233333333334,143.93533333333332,13.333333333333334,144.0,NMR structure
454,90.0,100.23,58.39,66.58,4.0,105.0,2.3
455,90.0,100.152,58.369,66.545,4.0,21.0,2.28
456,90.0,98.9,58.21,69.54,4.0,117.0,3.12
457,120.0,72.47,72.47,177.95,6.0,289.0,2.80
458,100.0,127.64566666666667,153.07000000000002,194.30166666666665,12.666666666666666,170.0,6.8
459,92.83666666666666,118.73299999999999,128.944,300.90066666666667,8.666666666666666,575.0,3.81
460,90.0,113.322,119.55466666666666,61.580333333333336,4.666666666666667,26.0,3.06
461,90.0,94.171,153.485,100.659,8.0,373.0,3.01
462,90.0,45.24633333333333,76.15133333333333,109.83933333333334,4.0,6.0,3.40
463,90.0,136.79466666666667,83.21866666666666,147.465,8.0,7.0,3.00
464,110.0,75.22833333333334,75.95800000000001,291.097,9.333333333333334,119.0,2.53
465,100.0,131.14133333333334,131.93266666666668,154.229,17.333333333333332,11.0,3.4
466,90.0,173.43,76.082,213.596,8.0,511.0,2.80
467,90.0,240.823,116.62,68.038,4.0,511.0,2.39
468,120.0,87.67,87.67,104.36,12.0,111.0,2.34
469,120.0,143.972,143.972,90.56,12.0,291.0,2.82
470,90.0,82.892,176.354,143.848,8.0,24.0,2.75
471,90.0,75.02,173.05,84.757,4.0,24.0,2.94
472,90.0,148.923,155.985,115.654,8.0,24.0,2.99
473,100.0,148.85333333333335,209.34,187.51,31.333333333333332,13.0,3.40
474,98.51,92.11,122.743,122.83,2.0,541.0,2.75
475,90.0,119.566,237.835,170.505,8.0,12.0,2.69
476,90.0,130.597,142.021,241.59,8.0,5.0,3.04
477,100.0,115.16966666666667,140.80933333333334,205.71900000000002,13.333333333333334,24.0,3.04
478,100.0,115.16966666666667,140.80933333333334,205.71900000000002,13.333333333333334,24.0,3.26
479,90.0,95.02066666666667,171.18200000000002,127.83066666666667,10.666666666666666,10.0,4.3
480,100.0,145.18233333333333,184.60533333333333,162.03433333333334,17.333333333333332,12.0,2.70
481,92.83666666666666,123.57766666666664,204.093,239.99800000000002,27.333333333333332,540.0,6.3
482,90.0,163.80566666666667,170.173,146.91366666666667,16.0,5.0,3.10
483,95.95,25.503,53.183,56.851,4.0,29.0,1.20
484,100.0,145.18233333333333,184.60533333333333,162.03433333333334,17.333333333333332,12.0,3.60
485,90.0,84.336,166.84766666666667,108.20233333333333,9.333333333333334,9.0,2.11
486,94.76666666666667,110.671,112.80366666666667,173.69733333333332,17.333333333333332,25.0,4.2
487,90.0,84.336,166.84766666666667,108.20233333333333,9.333333333333334,9.0,3.6
488,100.0,81.437,105.58699999999999,97.16233333333332,10.666666666666666,4.0,5.15
489,100.0,68.05499999999999,72.991,146.05033333333333,6.0,16.0,3.86
490,91.98333333333333,90.28666666666665,102.14399999999999,207.359,8.0,32.0,4.05
491,100.0,131.14133333333334,131.93266666666668,154.229,17.333333333333332,11.0,4.10
492,100.0,131.14133333333334,131.93266666666668,154.229,17.333333333333332,11.0,3.50
493,100.0,70.23899999999999,61.52533333333333,239.03966666666665,8.666666666666666,118.0,3.40
494,91.98333333333333,103.55633333333333,120.457,91.19066666666667,10.666666666666666,29.0,3.56
495,90.0,143.46,324.92,369.38,72.0,13.0,4.10
496,90.0,202.4,211.63,203.44,56.0,462.0,2.60
497,110.0,132.38133333333334,158.746,104.24833333333333,15.0,8.0,3.5
498,90.0,112.115,163.277,112.22,12.0,14.0,2.80
499,100.0,131.14133333333334,131.93266666666668,154.229,17.333333333333332,11.0,2.70
